repo,number,title,author,mergedBy
django/django,14508,"Fixed #30427, Fixed #16176 -- Corrected setting descriptor in Field.contribute_to_class().","carltongibson","carltongibson"
django/django,14513,"Fixed #25250 -- Clarified partially recorded state of squashed migrations in showmigrations --list.","jacobtylerwalls","felixxm"
django/django,14518,"Fixed #32817 -- Added the token source to CsrfViewMiddleware's bad token error messages.","cjerdonek","felixxm"
django/django,14534,"Fixed #32855 -- Corrected BoundWidget.id_for_label() with custom auto_id.","jrief","carltongibson"
django/django,14539,"Fixed #32866 -- Fixed trimming trailing punctuation from escaped string in urlize().","fengsp","felixxm"
django/django,14558,"Fixed #32807 -- Fixed JSONField crash when redisplaying None values.","strokirk","felixxm"
django/django,14559,"Fixed #32381 -- Made QuerySet.bulk_update() return the number of objects updated.","abhiabhi94","felixxm"
django/django,14580,"Fixed #32893 -- Fixed serialization of models.Model class in migrations.","abhiabhi94","felixxm"
django/django,14584,"Fixed #30934 -- Included database alias in django.db.backends log messages.","ngnpope","felixxm"
django/django,14599,"Fixed #32902 -- Fixed CsrfViewMiddleware.process_response()'s cookie reset logic.","cjerdonek","felixxm"
django/django,14602,"Fixed #32904 -- Made parse_time() more strict.","abhiabhi94","felixxm"
django/django,14608,"Fixed #32905 -- Added CSS class for non-form errors of formsets.","tiesjan","felixxm"
django/django,14631,"Fixed #32920 -- Changed BaseForm to access its values through bound fields.","cjerdonek","carltongibson"
django/django,14634,"Fixed #21936 -- Allowed DeleteView to work with custom Forms and SuccessMessageMixin.","carltongibson","carltongibson"
django/django,14641,"Fixed #32924 -- Changed BaseForm.get_initial_for_field() to remove microseconds as needed.","cjerdonek","carltongibson"
django/django,14645,"Fixed #32949 -- Restored invalid number handling in DecimalField.validate().","yakimka","carltongibson"
django/django,14664,"Fixed #23895 -- Prevented pickling of ResolverMatch.","j89234682364","felixxm"
django/django,14667,"Fixed #32704 -- Fixed list of deferred fields when chaining QuerySet.defer() after only().","David-Wobrock","felixxm"
django/django,14672,"Fixed #32947 -- Fixed hash() crash on reverse M2M relation when through_fields is a list.","tomwojcik","felixxm"
django/django,14681,"Fixed #32329 -- Made CsrfViewMiddleware catch more specific UnreadablePostError.","virtosubogdan","felixxm"
django/django,14717,"Fixed #32966 -- Fixed TimeField.check() crash for timezone-aware times in default when USE_TZ = True.","cjerdonek","felixxm"
django/django,14722,"Fixed #31503 -- Made autodetector remove unique/index_together before altering fields.","David-Wobrock","felixxm"
django/django,14725,"Fixed #26142 -- Allowed model formsets to prevent new object creation.","Nakmak98","felixxm"
django/django,14727,"Fixed #29063 -- Fixed migrate crash when specifying a name of partially applied squashed migrations.","jacobtylerwalls","felixxm"
django/django,14730,"Fixed #32983 -- Made related_name on symmetric field raise new system check warning.","partofthething","carltongibson"
django/django,14733,"Fixed #32984 -- Allowed customizing a deletion field widget in formsets.","tiesjan","felixxm"
django/django,14751,"Fixed #29026 -- Added --scriptable option to makemigrations.","jacobtylerwalls","felixxm"
django/django,14752,"Fixed #32993 -- Added AutocompleteJsonView.serialize_result() to allow customization.","mrts","felixxm"
django/django,14762,"Fixed #33008 -- Fixed prefetch_related() for deleted GenericForeignKeys.","martinsvoboda","felixxm"
django/django,14765,"Fixed #33014 -- Made ProjectState raise exception when real_apps argument is not a set.","cjerdonek","felixxm"
django/django,14771,"Fixed #33027 -- Made autoreloader pass -X options.","uddmorningsun","felixxm"
django/django,14779,"Fixed #33036 -- Made simple_tag()/inclusion_tag() with takes_context raise TemplateSyntaxError when function has no parameters.","gasman","felixxm"
django/django,14785,"Fixed #33033 -- Prevented models.DecimalField from accepting NaN values.","chinmoy12c","felixxm"
django/django,14792,"Fixed #32992 -- Restored offset extraction for fixed offset timezones.","carltongibson","felixxm"
django/django,14802,"Fixed #33060 -- Added BaseCache.make_and_validate_key() hook.","ngnpope","felixxm"
django/django,14805,"Fixed #29470 -- Logged makemigrations automatic decisions in non-interactive mode.","jacobtylerwalls","felixxm"
django/django,14812,"Fixed #32975 -- Fixed admin system check for inlines with foreign keys to proxy models.","taliraj","felixxm"
django/django,14832,"Fixed #30086, Refs #32873 -- Made floatformat template filter independent of USE_L10N.","felixxm","felixxm"
django/django,14855,"Fixed #33077 -- Fixed links to related models for admin's readonly fields in custom admin site.","KenWhitesell","felixxm"
django/django,14861,"Fixed #33111 -- Fixed passing object to ModelAdmin.get_inlines() when editing in admin change view.","hramezani","felixxm"
django/django,14871,"Fixed #33070 -- Fixed loading translations with language subtags in admin's Select2 widget.","CleitonDeLima","felixxm"
django/django,14878,"Fixed #32672 -- Fixed introspection of primary key constraints on SQLite.","Anv3sh","felixxm"
django/django,14880,"Fixed #33131 -- Improved error messages for clashing reverse accessor names.","bernd-wechner","felixxm"
django/django,14890,"Fixed #33127 -- Added error messages on | and & operators with combined querysets.","hramezani","felixxm"
django/django,14894,"Fixed #33141, Fixed #33018 -- Fixed database functions with empty queryset.","David-Wobrock","felixxm"
django/django,14915,"Fixed #33155 -- Made ModelChoiceIteratorValue instances hashable.","aljazkosir","felixxm"
django/django,14916,"Fixed #33159 -- Reverted ""Fixed #32970 -- Changed WhereNode.clone() to create a shallow copy of children.""","felixxm","felixxm"
django/django,14919,"Fixed #33161 -- Enabled durability check for nested atomic blocks in TestCase.","kjagiello","felixxm"
django/django,14935,"Fixed #23408 -- Added migrations questioner prompt for adding unique fields with a callable default.","jacobtylerwalls","felixxm"
django/django,14954,"Fixed #33151 -- Fixed createsuperuser crash for many-to-many required fields in non-interactive mode.","christophehenry","felixxm"
django/django,14960,"Fixed #33178 -- Made createsuperuser validate required fields passed in options in interactive mode.","christophehenry","felixxm"
django/django,14969,"Fixed #33269 -- Made AnonymousUser/PermissionsMixin.has_perms() raise ValueError on string or non-iterable perm_list.","lieryan","felixxm"
django/django,14983,"Fixed #23953 -- Made makemigrations continue number sequence for squashed migrations.","jacobtylerwalls","felixxm"
django/django,14996,"Fixed #33197 -- Made field rename with prior matching db_column change a noop.","charettes","felixxm"
django/django,14997,"Fixed #33194 -- Fixed migrations when altering a field with functional indexes/unique constraints on SQLite.","hannseman","felixxm"
django/django,14999,"Fixed #33201 -- Made RenameModel operation a noop for models with db_table.","iurisilvio","felixxm"
django/django,15018,"Fixed #33205 -- Made call_command() raise TypeError when dest with multiple arguments is passed.","hramezani","felixxm"
django/django,15022,"Fixed #16063 -- Adjusted admin changelist searches spanning multi-valued relationships.","jacobtylerwalls","felixxm"
django/django,15031,"Fixed #19721 -- Allowed admin filters to customize the list separator.","ssb10","carltongibson"
django/django,15038,"Fixed #33246 -- Made squashmigrations raise CommandError when squashed_name already exists.","andrewdotn","felixxm"
django/django,15044,"Fixed #33252 -- Made cache middleware thread safe.","iurisilvio","felixxm"
django/django,15052,"Fixed #33262 -- Fixed crash of conditional aggregation on Exists().","hannseman","felixxm"
django/django,15061,"Fixed #33235 -- Removed ""for = ..."" from MultiWidget's <label>.","smithdc1","felixxm"
django/django,15062,"Fixed #33257 -- Fixed Case() and ExpressionWrapper() with decimal values on SQLite.","matthijskooijman","felixxm"
django/django,15087,"Fixed #33288 -- Made SQLite introspection use information schema for relations.","charettes","felixxm"
django/django,15098,"Fixed #33078 -- Added support for language regions in i18n_patterns().","iorth","felixxm"
django/django,15102,"Fixed #4282 -- Made startapp/startproject management commands honor umask.","awtimmering","felixxm"
django/django,15103,"Fixed #33302 -- Made element_id optional argument for json_script template filter.","bmispelon","felixxm"
django/django,15104,"Fixed #33305 -- Fixed autodetector crash for ForeignKey with hardcoded ""to"" attribute.","bmispelon","felixxm"
django/django,15108,"Fixed #33304 -- Allowed passing string expressions to Window(order_by).","charettes","felixxm"
django/django,15111,"Fixed #32397 -- Made startapp/startproject management commands set User-Agent.","awtimmering","felixxm"
django/django,15127,"Fixed #33303 -- Changed messages' level tags on MESSAGE_TAGS setting change.","hramezani","felixxm"
django/django,15135,"Fixed #33322 -- Fixed loss of assigned related object when saving relation with bulk_update().","hannseman","felixxm"
django/django,15136,"Fixed #32545 -- Improved admin widget for raw_id_fields for UUIDFields.","Shubh1815","felixxm"
django/django,15139,"Fixed #29708 -- Deprecated PickleSerializer.","adamchainz","felixxm"
django/django,15154,"Fixed #33335 -- Made model validation ignore functional unique constraints.","hannseman","felixxm"
django/django,15161,"Fixed #33216 -- Simpilified deconstructed paths for some expressions.","AllenJonathan","felixxm"
django/django,15166,"Fixed #33340 -- Fixed unquoted column names in queries used by DatabaseCache.","arsalan64","felixxm"
django/django,15180,"Fixed #33351 -- Made path()/re_path() raise TypeError when kwargs argument is not a dict.","p-schlickmann","felixxm"
django/django,15199,"Fixed #30127 -- Deprecated name argument of cached_property().","mgaligniana","felixxm"
django/django,15202,"Fixed #33367 -- Fixed URLValidator crash in some edge cases.","p-schlickmann","felixxm"
django/django,15204,"Fixed #33368 -- Fixed parse_duration() crash on invalid separators for decimal fractions.","p-schlickmann","felixxm"
django/django,15206,"Fixed #33350 -- Reallowed using cache decorators with duck-typed HttpRequest.","felixxm","felixxm"
django/django,15213,"Fixed #33374 -- Fixed ExpressionWrapper annotations with full queryset.","David-Wobrock","felixxm"
django/django,15240,"Fixed #26760 -- Added --prune option to migrate command.","jacobtylerwalls","felixxm"
django/django,15248,"Fixed #13251 -- Made pre/post_delete signals dispatch the origin.","mgaligniana","felixxm"
django/django,15252,"Fixed #23273 -- Avoided creation of django_migrations table when there are no migrations to apply.","jacobtylerwalls","felixxm"
django/django,15268,"Fixed #33402 -- Optimized multiple AlterFooTogether operations.","David-Wobrock","felixxm"
django/django,15272,"Fixed #27844 -- Added optimizemigration management command.","David-Wobrock","felixxm"
django/django,15277,"Fixed #33406 -- Avoided creation of MaxLengthValidator(None) when resolving Value.output_field for strings.","kezabelle","felixxm"
django/django,15278,"Fixed #33408 -- Fixed adding nullable unique fields on SQLite.","felixxm","felixxm"
django/django,15280,"Fixed #32511 -- Corrected handling prefetched nested reverse relationships.","j4mie","felixxm"
django/django,15292,"Fixed #33425 -- Fixed view name for CBVs on technical 404 debug page.","kezabelle","felixxm"
django/django,15297,"Fixed #33426 -- Fixed ResolverMatch.__repr_() for class-based views.","kezabelle","felixxm"
django/django,15315,"Fixed #33441 -- Restored immutability of models.Field.__hash__().","adamchainz","felixxm"
django/django,15316,"Fixed #28135 -- Made simplify_regex() handle non-capturing groups.","joshiayush","felixxm"
django/django,15318,"Fixed #19580 -- Unified behavior of reverse foreign key and many-to-many relations for unsaved instances.","raydeal","felixxm"
django/django,15320,"Fixed #33435 -- Fixed invalid SQL generatered by Subquery.as_sql().","nabil-rady","felixxm"
django/django,15324,"Fixed #33062 -- Made MultiPartParser remove non-printable chars from file names.","hrushikeshrv","felixxm"
django/django,15334,"Fixed #29984 -- Added QuerySet.iterator() support for prefetching related objects.","jacobtylerwalls","felixxm"
django/django,15342,"Fixed #33449 -- Fixed makemigrations crash on models without Meta.order_with_respect_to but with _order field.","felixxm","felixxm"
django/django,15347,"Fixed #33458 -- Fixed encoding of messages with empty string as extra_tags.","tim-mccurrach","felixxm"
django/django,15352,"Fixed #33606 -- Cleansed sessionid cookie in error reports.","xi","carltongibson"
django/django,15368,"Fixed #33463 -- Fixed QuerySet.bulk_update() with F() expressions.","jerch","felixxm"
django/django,15370,"Fixed #33465 -- Added empty __slots__ to SafeString and SafeData.","kezabelle","felixxm"
django/django,15375,"Fixed #33468 -- Fixed QuerySet.aggregate() after annotate() crash on aggregates with default.","felixxm","felixxm"
django/django,15380,"Fixed #33480 -- Fixed makemigrations crash when renaming field of renamed model.","HoskeOwl","felixxm"
django/django,15382,"Fixed #33482 -- Fixed QuerySet filtering againts negated Exists() with empty queryset.","charettes","felixxm"
django/django,15388,"Fixed #33473 -- Fixed detecting changes by autoreloader in .py files inside template directories.","hrushikeshrv","felixxm"
django/django,15400,"Fixed #26287 -- Added support for addition operations to SimpleLazyObject.","2019342a","felixxm"
django/django,15401,"Fixed #31486 -- Deprecated passing unsaved objects to related filters.","raydeal","felixxm"
django/django,15413,"Fixed #33495 -- Improved debug logging message about adapting handlers for middlewares.","acjh","felixxm"
django/django,15414,"Fixed #33506 -- Made QuerySet.bulk_update() perform atomic writes against write database.","charettes","felixxm"
django/django,15421,"Fixed #31169 -- Adapted the parallel test runner to use spawn.","smithdc1","carltongibson"
django/django,15423,"Fixed #28358 -- Prevented LazyObject from mimicking nonexistent attributes.","2019342a","felixxm"
django/django,15433,"Fixed #33515 -- Prevented recreation of migration for ManyToManyField to lowercased swappable setting.","felixxm","felixxm"
django/django,15438,"Fixed #33514 -- Added fallbacks to subsequent language codes in Select2 translations.","nabil-rady","felixxm"
django/django,15442,"Fixed #20296 -- Prevented mark_safe() from evaluating lazy objects.","2019342a","felixxm"
django/django,15467,"Fixed #33524 -- Allowed overriding empty_label for ForeignKey in ModelAdmin.radio_fields.","hrushikeshrv","felixxm"
django/django,15474,"Fixed #33563 -- Fixed contenttype reverse data migration crash with a multiple databases setup.","giff-h","felixxm"
django/django,15481,"Fixed #33562 -- Made HttpResponse.set_cookie() support timedelta for the max_age argument.","spookylukey","felixxm"
django/django,15483,"Fixed #7497 -- Allowed overriding the order of apps and models in admin.","adontz","felixxm"
django/django,15491,"Fixed #33567 -- Avoided setting default text/html content type on responses.","claudep","carltongibson"
django/django,15492,"Fixed #33561 -- Allowed synchronization of user attributes in RemoteUserBackend.","Elkasitu","felixxm"
django/django,15497,"Fixed #33569 -- Added SECURE_PROXY_SSL_HEADER support for list of protocols in the header value.","heyts","felixxm"
django/django,15498,"Fixed #33571 -- Fixed static serving views crash when If-Modified-Since is empty.","collinanderson","felixxm"
django/django,15499,"Fixed #33572 -- Implemented CreateModel/AlterModelManagers reduction.","adamchainz","felixxm"
django/django,15503,"Fixed #33552 -- Fixed JSONField has key lookups with numeric keys on MariaDB, MySQL, Oracle, and SQLite.","laymonage","felixxm"
django/django,15521,"Fixed #33565 -- Improved locale format validation for the makemessage…","ronnievdc","carltongibson"
django/django,15525,"Fixed #33582 -- Fixed deserializing natural keys with foreing key dependencies in a multiple database setup.","farialima","felixxm"
django/django,15526,"Fixed #33592 -- Fixed ""View on Site"" links in custom admin site.","stefanw","felixxm"
django/django,15554,"Fixed #33598 -- Reverted ""Removed unnecessary reuse_with_filtered_relation argument from Query methods.""","felixxm","felixxm"
django/django,15560,"Fixed #33613 -- Made createsuperuser detect uniqueness of USERNAME_FIELD when using Meta.constraints.","Lucidiot","felixxm"
django/django,15561,"Fixed #33471 -- Made AlterField operation a noop when changing ""choices"".","sarahboyce","felixxm"
django/django,15563,"Fixed #33618 -- Fixed MTI updates outside of primary key chain.","charettes","felixxm"
django/django,15572,"Fixed #33628 -- Ignored directories with empty names in autoreloader check for template changes.","manelclos","felixxm"
django/django,15576,"Fixed #24296 -- Made QuerySet.exists() clear selected columns for not sliced distinct querysets.","mgaligniana","felixxm"
django/django,15586,"Fixed #33639 -- Enabled cached template loader in development.","carltongibson","carltongibson"
django/django,15607,"Fixed #33648 -- Prevented extra redirect in LogoutView on invalid next page when LOGOUT_REDIRECT_URL is set.","aaugustin","felixxm"
django/django,15613,"Fixed #33004 -- Made saving objects with unsaved GenericForeignKey raise ValueError.","sarahboyce","felixxm"
django/django,15620,"Fixed #33509 -- Added '(no-op)' to sqlmigrate output for operations without SQL.","adamchainz","felixxm"
django/django,15629,"Fixed #33413 -- Made migrations propage collations to related fields.","David-Wobrock","felixxm"
django/django,15630,"Fixed #33655 -- Removed unnecessary constant from GROUP BY clause for QuerySet.exists().","marcperrinoptel","felixxm"
django/django,15643,"Fixed #33670 -- Fixed altering primary key on SQLite.","felixxm","felixxm"
django/django,15648,"Fixed #22078 -- Fixed crash of Feed with decorated methods.","mgaligniana","felixxm"
django/django,15651,"Fixed #27064 -- Implemented RenameIndex operation","David-Wobrock","felixxm"
django/django,15666,"Fixed #29538 -- Fixed crash of ordering by related fields when Meta.ordering contains expressions.","jerivas","felixxm"
django/django,15669,"Fixed #24870 -- Added --update option to makemigrations command.","David-Wobrock","felixxm"
django/django,15671,"Fixed #33622 -- Allowed customizing error messages for invalid number of forms.","Metarizard","felixxm"
django/django,15678,"Fixed #33691 -- Deprecated django.contrib.auth.hashers.CryptPasswordHasher.","felixxm","felixxm"
django/django,15682,"Fixed #33543 -- Deprecated passing nulls_first/nulls_last=False to OrderBy and Expression.asc()/desc().","felixxm","felixxm"
django/django,15689,"Fixed #33700 -- Skipped extra resolution for successful requests not ending with /","andersk","carltongibson"
django/django,15695,"Fixed #33710 -- Made RenameIndex operation a noop when the old and new name match.","David-Wobrock","felixxm"
django/django,15703,"Fixed #27236 -- Deprecated Meta.index_together in favor of Meta.indexes.","David-Wobrock","felixxm"
django/django,15731,"Fixed #33733 -- Preserved wrapper assignment for manager methods.","kshivakumar","felixxm"
django/django,15732,"Fixed #23740 -- Fixed removing unique_together constraint if exists primary key/unique constraint on the same field.","David-Wobrock","felixxm"
django/django,15737,"Fixed #33191 -- Avoided clearing cached reference when saving child after parent.","AllenJonathan","felixxm"
django/django,15738,"Fixed #31788 -- Fixed migration optimization after altering field to ManyToManyField.","David-Wobrock","felixxm"
django/django,15741,"Fixed #33748 -- Fixed date template filter crash with lazy format.","claudep","felixxm"
django/django,15742,"Fixed #33631 -- Marked {% blocktranslate asvar %} result as HTML safe.","chengyuan","felixxm"
django/django,15744,"Fixed #33754 -- Fixed crash with prematurely closed ASGI request body.","lundberg","felixxm"
django/django,15747,"Fixed #28897 -- Fixed QuerySet.update() on querysets ordered by annotations.","David-Wobrock","felixxm"
django/django,15752,"Fixed #33764 -- Deprecated BaseUserManager.make_random_password().","ciaranmccormick","felixxm"
django/django,15766,"Fixed #33616 -- Allowed registering callbacks that can fail in transaction.on_commit().","SirAbhi13","felixxm"
django/django,15774,"Fixed #23689 -- Made parsing HTTP Accept-Language header case-insensitive.","zainab-amir","felixxm"
django/django,15781,"Fixed #33657 -- Allowed customizing formatter class of argument parsers.","SirAbhi13","felixxm"
django/django,15789,"Fixed #33779 -- Allowed customizing encoder class in django.utils.html.json_script().","hrushikeshrv","felixxm"
django/django,15790,"Fixed #33800 -- Fixed system check for the same template tag module in installed apps and template tag libraries.","felixxm","felixxm"
django/django,15799,"Fixed #33805 -- Made admin's many-to-many widgets do not display help text for selecting values when allow_multiple_selected is False.","ankurr0y","felixxm"
django/django,15814,"Fixed #33816 -- Fixed QuerySet.only() after select_related() crash on proxy models.","ipakeev","felixxm"
django/django,15819,"Fixed #33823 -- Made inspectdb generate unique related_name when reverse accessor clashes.","whysage","felixxm"
django/django,15828,"Fixed #33829 -- Made BaseConstraint.deconstruct() and equality handle violation_error_message.","twidi","felixxm"
django/django,15851,"Fixed #33854 -- Corrected the order of parameters in dbshell on PostgreSQL.","jkeifer","felixxm"
django/django,15863,"Fixed #34098 -- Fixed loss of precision for Decimal values in floatformat filter.","ziima","felixxm"
django/django,15869,"Fixed #33864 -- Deprecated length_is template filter.","ngnpope","felixxm"
django/django,15902,"Fixed #33876, Refs #32229 -- Made management forms render with div.ht…","carltongibson","carltongibson"
django/django,15916,"Fixed #31721 -- Allowed ModelForm meta to specify form fields.","kamilturek","felixxm"
django/django,15925,"Fixed #33899 -- Fixed migration crash when removing indexed field on SQLite 3.35.5+.","fizaashraf37","felixxm"
django/django,15930,"Fixed #33895 -- Fixed Case() crash with filters that match everything in When().","David-Wobrock","felixxm"
django/django,15957,"Fixed #26780 -- Added prefetch_related() support for sliced queries.","charettes","felixxm"
django/django,15969,"Fixed #33928 -- Avoided unnecessary queries when cascade updating. ","charettes","felixxm"
django/django,15973,"Fixed #33938 -- Fixed migration crash for m2m with a through model in another app.","charettes","felixxm"
django/django,15987,"Fixed #33949 -- Fixed fixture dirs duplicates with Path instances.","claudep","carltongibson"
django/django,15993,"Fixed #33953 -- Reverted ""Fixed #33201 -- Made RenameModel operation a noop for models with db_table.""","iurisilvio","felixxm"
django/django,15995,"Fixed #33952 -- Reallowed creating reverse foreign key managers on unsaved instances.","David-Wobrock","felixxm"
django/django,15996,"Fixed #33916 -- Added support for serialization of enum.Flag in migrations.","felixxm","felixxm"
django/django,16002,"Fixed #33954 -- Prevented models.DecimalField from accepting NaN, Inf, and -Inf values.","mohamed-karam","felixxm"
django/django,16027,"Fixed #33879 -- Fixed wrong results for long intervals.","GianpaoloBranca","carltongibson"
django/django,16032,"Fixed #33975 -- Fixed __in lookup when rhs is a queryset with annotate() and alias().","DevilsAutumn","felixxm"
django/django,16037,"Fixed #33992 -- Fixed queryset crash when aggregating over a group containing Exists.","charettes","felixxm"
django/django,16041,"Fixed #33995 -- Fixed FormSet.empty_form crash when empty_permitted is passed to form_kwargs.","DevilsAutumn","felixxm"
django/django,16046,"Fixed #34000 -- Fixed numberformat.format() crash on empty strings.","vyruss","felixxm"
django/django,16053,"Fixed #33985 -- Used app_config.verbose_name in ContentType.__str__().","hrushikeshrv","felixxm"
django/django,16067,"Fixed #34014 -- Fixed DecimalValidator validating 0 in positive exponent scientific notation.","kamilturek","felixxm"
django/django,16070,"Fixed #34012 -- Made QuerySet.order_by() apply transforms on related fields for models with Meta.ordering.","shangxiao","felixxm"
django/django,16072,"Fixed #32095 -- Made QuerySet.update_or_create() save only fields passed in defaults or with custom pre_save().","sarahboyce","felixxm"
django/django,16076,"Fixed #34015 -- Allowed filtering by transforms on relation fields.","felixxm","felixxm"
django/django,16082,"Fixed #33464 -- Resolved output_field for combined numeric expressions with MOD operator.","David-Wobrock","felixxm"
django/django,16092,"Fixed #470 -- Added support for database defaults on fields.","LilyFirefly","felixxm"
django/django,16100,"Fixed #32603 -- Made ModelAdmin.list_editable use transactions.","Shubh1815","felixxm"
django/django,16111,"Fixed #34070 -- Added subsecond support to Now() on SQLite and MySQL.","LilyFirefly","felixxm"
django/django,16116,"Fixed #34051 -- Made makemigrations --check exit before making migrations.","jacobtylerwalls","felixxm"
django/django,16117,"Fixed #34050 -- Replaced invalid chars in migration names with '_'.","adamchainz","felixxm"
django/django,16120,"Fixed #34052 -- Made migrate --check don't emit signals and output when up to date.","na86421","felixxm"
django/django,16136,"Fixed #34062 -- Updated View.http_method_not_allowed() to support async","alorence","carltongibson"
django/django,16139,"Fixed #34066 -- Fixed link to password reset view in UserChangeForm.password's help text when using to_field.","simonkern","felixxm"
django/django,16142,"Fixed #34069 -- Made LocaleMiddleware respect language from requests when i18n patterns are used.","sergioisidoro","felixxm"
django/django,16143,"Fixed #23353 -- Used ""raise from"" when raising TransactionManagementError.","David-Wobrock","felixxm"
django/django,16145,"Fixed #34068 -- Corrected output of runserver command for ""0"" IP address.","Dhanush-arch","felixxm"
django/django,16208,"Fixed #31090 -- Logged transaction management queries.","contextref","felixxm"
django/django,16229,"Fixed #34119 -- Prevented callable default hidden widget value from being overridden.","shangxiao","felixxm"
django/django,16254,"Fixed #34138 -- Avoided table rebuild when adding inline m2m fields on SQLite.","felixxm","felixxm"
django/django,16255,"Fixed #34088 -- Fixed Sitemap.get_latest_lastmod() crash with empty items.","megaden","felixxm"
django/django,16256,"Fixed #34139 -- Fixed acreate(), aget_or_create(), and aupdate_or_create() methods for related managers.","bigfootjon","felixxm"
django/django,16260,"Fixed #34137 -- Made Model.refresh_from_db() clear cached generic relations.","DevilsAutumn","felixxm"
django/django,16263,"Fixed #28477 -- Stripped unused annotations on aggregation.","charettes","felixxm"
django/django,16281,"Fixed #28987 -- Fixed altering ManyToManyField when changing to self-referential.","DevilsAutumn","felixxm"
django/django,16302,"Fixed #14094 -- Added support for unlimited models.CharField on PostgreSQL.","Elkasitu","felixxm"
django/django,16306,"Fixed #34148 -- Reverted ""Fixed #32901 -- Optimized BaseForm.__getitem__().""","panicofr","felixxm"
django/django,16311,"Fixed #34170 -- Implemented Heal The Breach (HTB) in GzipMiddleware.","pelme","felixxm"
django/django,16315,"Fixed #34171 -- Fixed QuerySet.bulk_create() on fields with db_column in unique_fields/update_fields.","DevilsAutumn","felixxm"
django/django,16317,"Fixed #34177 -- Fixed QuerySet.bulk_create() crash on ""pk"" in unique_fields.","felixxm","felixxm"
django/django,16322,"Fixed #31679 -- Delayed annotating aggregations.","charettes","felixxm"
django/django,16333,"Fixed #34187 -- Made UserCreationForm save many-to-many fields.","sdolemelipone","felixxm"
django/django,16343,"Fixed #33199 -- Deprecated passing positional arguments to Signer/TimestampSigner.","SirAbhi13","felixxm"
django/django,16366,"Fixed #34201 -- Bumped minimum supported SQLite to 3.21.0.","felixxm","felixxm"
django/django,16369,"Fixed #33662 -- Allowed Sitemap to customize languages for each item.","roxanebellot","felixxm"
django/django,16379,"Fixed #34209 -- Prevented FileBasedCache.has_key() crash caused by a race condition.","intgr","felixxm"
django/django,16398,"Fixed #34226 -- Fixed QuerySet.select_related() with multiple FilteredRelations to the OneToOneField.","zhu","felixxm"
django/django,16400,"Fixed #34165 -- Made permissions creation respect the ""using"" parameter.","David-Wobrock","felixxm"
django/django,16408,"Fixed #34227 -- Fixed QuerySet.select_related() with multi-level FilteredRelation.","zhu","felixxm"
django/django,16411,"Fixed #34235 -- Added ManifestFilesMixin.manifest_hash attribute.","apollo13","felixxm"
django/django,16429,"Fixed #34243 -- Fixed timesince() crash with timezone-aware dates and interval longer than 1 month.","laymonage","felixxm"
django/django,16454,"Fixed #34259 -- Passed called_from_command_line to command subparsers.","adamchainz","felixxm"
django/django,16485,"Fixed #34272 -- Fixed floatformat crash on zero with trailing zeros to zero decimal places.","David-Wobrock","felixxm"
django/django,16491,"Fixed #34254 -- Fixed return value of Exists() with empty queryset.","rajdesai24","felixxm"
django/django,16493,"Fixed #34192 -- Preserved callable storage when it returns default_storage.","gasman","felixxm"
django/django,16501,"Fixed #34291 -- Fixed Meta.constraints validation crash on UniqueConstraint with ordered expressions.","felixxm","felixxm"
django/django,16502,"Fixed #28054 -- Made runserver not return response body for HEAD requests.","sarahboyce","felixxm"
django/django,16511,"Fixed #34280 -- Allowed specifying different field values for create operation in QuerySet.update_or_create().","tim-schilling","felixxm"
django/django,16514,"Fixed #34303 – Add LogEntries to render context by Admin Site","jrief","carltongibson"
django/django,16517,"Fixed #34286 -- Fixed admindocs markups for case-sensitive template/view names.","skidipap","felixxm"
django/django,16527,"Fixed #34301 -- Made admin's submit_row check add permission for ""Save as new"" button.","fredmheir","felixxm"
django/django,16532,"Fixed #34250 -- Fixed renaming model with m2m relation to a model with the same name.","DevilsAutumn","felixxm"
django/django,16560,"Fixed #34338 -- Allowed customizing code of ValidationError in BaseConstraint and subclasses.","xavfernandez","felixxm"
django/django,16569,"Fixed #34349 -- Fixed FormSet.empty_form crash when deleting extra forms is disabled.","laurensverhoeven","felixxm"
django/django,16578,"Fixed #34355 -- Deprecated passing positional arguments to BaseConstraint.","xavfernandez","felixxm"
django/django,16588,"Fixed #34363 -- Fixed floatformat crash on zero with trailing zeros.","takis","felixxm"
django/django,16595,"Fixed #34366 -- Reduced AlterField operations when optimizing migrations.","Lotram","felixxm"
django/django,16597,"Fixed #34368 -- Made subquery raise NotSupportedError when referencing outer window expression.","jnns","felixxm"
django/django,16599,"Fixed #27397 -- Prevented integer overflows on integer field lookups.","charettes","felixxm"
django/django,16600,"Fixed #34372 -- Fixed queryset crash on order by aggregation using OrderBy.","charettes","felixxm"
django/django,16603,"Fixed #33738 -- Allowed handling ASGI http.disconnects in long-lived requests. ","ntachukwu","felixxm"
django/django,16612,"Fixed #34377 -- Fixed preserving query strings in AdminSite.catch_all_view().","dbischof","felixxm"
django/django,16629,"Fixed #34388 -- Allowed using choice enumeration types directly on model and form fields.","tfranzel","felixxm"
django/django,16631,"Fixed #34384 -- Fixed session validation when rotation secret keys.","David-Wobrock","felixxm"
django/django,16635,"Fixed #34333 -- Fixed migration operations ordering when adding index/constraint on new foreign key.","durvalcarvalho","felixxm"
